sample_n,time_s,trial_n,baseline,target_temp,raw_temperature,smoothed_temperature,phase,transitioned,event,system_state,test_state,test_time_ms
292,58.205015,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58199
293,58.405473,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58381
294,58.605444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58580
295,58.805449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58812
296,59.004073,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,58992
297,59.205442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59188
298,59.405472,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59369
299,59.604801,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59614
300,59.804184,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,59809
301,60.005444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60006
302,60.205448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60186
303,60.405439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60384
304,60.605445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60629
305,60.804068,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60761
306,61.00545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,60957
307,61.20545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61202
308,61.405448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61400
309,61.605459,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61582
310,61.801276,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61778
311,62.005435,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,61959
312,62.20544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62203
313,62.401954,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62386
314,62.605454,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62567
315,62.805587,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62812
316,63.005448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,62995
317,63.205442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63173
318,63.40546,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63372
319,63.605435,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63616
320,63.80544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63813
321,64.005452,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,63992
322,64.205463,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64191
323,64.405453,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64385
324,64.605439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64583
325,64.805455,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,64764
326,65.002425,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65025
327,65.201596,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65209
328,65.405453,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65390
329,65.605437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65584
330,65.802727,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65767
331,66.005456,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,65963
332,66.205548,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66195
333,66.405433,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66379
334,66.605437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66571
335,66.804162,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66814
336,67.005446,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,66980
337,67.205439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67211
338,67.405441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67390
339,67.605448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67585
340,67.80546,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,67780
341,68.001083,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68011
342,68.205448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68191
343,68.405465,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68385
344,68.605445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68582
345,68.805433,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,68760
346,69.005437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69021
347,69.205436,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69218
348,69.405439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69398
349,69.603483,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69582
350,69.800933,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69778
351,70.005451,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,69959
352,70.205457,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70209
353,70.405449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70389
354,70.605447,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70569
355,70.803451,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70816
356,71.005451,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,70967
357,71.201386,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71164
358,71.40544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71396
359,71.60544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71593
360,71.805448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71775
361,72.005202,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,71957
362,72.204008,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72219
363,72.405448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72416
364,72.60303,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72609
365,72.801195,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72776
366,73.003696,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,72970
367,73.20544,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73168
368,73.405438,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73400
369,73.605437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73582
370,73.8018,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,73812
371,74.005448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74007
372,74.205451,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74173
373,74.405437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74403
374,74.605449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74585
375,74.805437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74801
376,75.005439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,74984
377,75.202829,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75176
378,75.405444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75371
379,75.602843,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75567
380,75.805441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75767
381,76.005441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,75999
382,76.205442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76197
383,76.405438,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76379
384,76.602406,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76595
385,76.802894,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76812
386,77.005435,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,76992
387,77.204982,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77174
388,77.405443,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77371
389,77.605441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77568
390,77.805439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77765
391,78.005446,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,77997
392,78.205467,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78179
393,78.404848,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78379
394,78.605446,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78594
395,78.805449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,78774
396,79.003449,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79006
397,79.205441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79186
398,79.405461,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79368
399,79.605443,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79563
400,79.805469,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79809
401,80.00497,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,79975
402,80.205444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80158
403,80.405439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80405
404,80.605536,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80585
405,80.80288,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80779
406,81.005437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,80975
407,81.205462,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81172
408,81.401628,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81352
409,81.605456,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81610
410,81.803437,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,81806
411,82.00545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82001
412,82.205444,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82195
413,82.405443,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82391
414,82.605448,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82586
415,82.805457,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82779
416,83.004162,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,82973
417,83.20186,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83170
418,83.405452,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83365
419,83.605454,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83561
420,83.805441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,83808
421,84.005445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84006
422,84.203847,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84173
423,84.405446,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84366
424,84.60545,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84561
425,84.805445,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,84754
426,85.005439,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85013
427,85.200754,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85193
428,85.405442,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85411
429,85.600706,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85603
430,85.804576,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85799
431,86.005441,1,30.0,46.0,35.0,35.0,ramp_down,0,,2,1,85995
432,86.205456,1,30.0,46.0,35.28,35.056,ramp_down,0,,2,1,86176
433,86.405453,1,30.0,46.0,36.17,35.29,ramp_down,0,,2,1,86371
434,86.605454,1,30.0,46.0,37.05,35.7,ramp_down,0,,2,1,86568
435,86.802514,1,30.0,46.0,37.87,36.274,complete,1,complete,2,1,86750
436,87.005449,2,30.0,48.0,39.04,39.04,baseline,0,,2,1,87010
437,87.205445,2,30.0,48.0,39.92,39.48,baseline,0,,2,1,87206
438,87.405453,2,30.0,48.0,40.8,39.92,baseline,0,,2,1,87401
439,87.605447,2,30.0,48.0,41.68,40.36,ramp_up,1,ramp_up,2,1,87597
440,87.805455,2,30.0,48.0,42.5,40.788,ramp_up,0,,2,1,87779
441,88.005454,2,30.0,48.0,43.55,41.69,ramp_up,0,,2,1,88013
442,88.20544,2,30.0,48.0,44.37,42.58,ramp_up,0,,2,1,88194
443,88.405441,2,30.0,48.0,45.17,43.454,ramp_up,0,,2,1,88373
444,88.605436,2,30.0,48.0,46.06,44.33,ramp_up,0,,2,1,88569
445,88.805448,2,30.0,48.0,46.95,45.22,ramp_up,0,,2,1,88768
446,89.005023,2,30.0,48.0,47.83,46.076,ramp_up,0,,2,1,88964
447,89.201931,2,30.0,48.0,48.0,46.802,ramp_up,0,,2,1,89159
448,89.400476,2,30.0,48.0,48.0,47.368,ramp_up,0,,2,1,89404
449,89.605441,2,30.0,48.0,48.0,47.756,ramp_up,0,,2,1,89598
450,89.804101,2,30.0,48.0,48.0,47.966,ramp_up,0,,2,1,89795
451,90.005449,2,30.0,48.0,48.0,48.0,hold,1,hold,2,1,89987
452,90.205454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,90165
453,90.405463,2,30.0,48.0,48.0,48.0,hold,0,,2,1,90359
454,90.60544,2,30.0,48.0,48.0,48.0,hold,0,,2,1,90554
455,90.802162,2,30.0,48.0,48.0,48.0,hold,0,,2,1,90782
456,91.004763,2,30.0,48.0,48.0,48.0,hold,0,,2,1,90977
457,91.203428,2,30.0,48.0,48.0,48.0,hold,0,,2,1,91159
458,91.405464,2,30.0,48.0,48.0,48.0,hold,0,,2,1,91416
459,91.605452,2,30.0,48.0,48.0,48.0,hold,0,,2,1,91598
460,91.805455,2,30.0,48.0,48.0,48.0,hold,0,,2,1,91796
461,92.001327,2,30.0,48.0,48.0,48.0,hold,0,,2,1,91991
462,92.205436,2,30.0,48.0,48.0,48.0,hold,0,,2,1,92171
463,92.405436,2,30.0,48.0,48.0,48.0,hold,0,,2,1,92363
464,92.605438,2,30.0,48.0,48.0,48.0,hold,0,,2,1,92557
465,92.805,2,30.0,48.0,48.0,48.0,hold,0,,2,1,92801
466,93.005441,2,30.0,48.0,48.0,48.0,hold,0,,2,1,92996
467,93.205454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,93191
468,93.40546,2,30.0,48.0,48.0,48.0,hold,0,,2,1,93384
469,93.605463,2,30.0,48.0,48.0,48.0,hold,0,,2,1,93563
470,93.805441,2,30.0,48.0,48.0,48.0,hold,0,,2,1,93756
471,94.002878,2,30.0,48.0,48.0,48.0,hold,0,,2,1,94015
472,94.203398,2,30.0,48.0,48.0,48.0,hold,0,,2,1,94197
473,94.405448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,94376
474,94.605439,2,30.0,48.0,48.0,48.0,hold,0,,2,1,94572
475,94.803455,2,30.0,48.0,48.0,48.0,hold,0,,2,1,94767
476,95.005441,2,30.0,48.0,48.0,48.0,hold,0,,2,1,95010
477,95.204373,2,30.0,48.0,48.0,48.0,hold,0,,2,1,95201
478,95.405461,2,30.0,48.0,48.0,48.0,hold,0,,2,1,95367
479,95.600743,2,30.0,48.0,48.0,48.0,hold,0,,2,1,95562
480,95.80547,2,30.0,48.0,48.0,48.0,hold,0,,2,1,95758
481,96.005439,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96018
482,96.205386,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96215
483,96.405446,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96393
484,96.605443,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96571
485,96.803456,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96816
486,97.003205,2,30.0,48.0,48.0,48.0,hold,0,,2,1,96996
487,97.205448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,97192
488,97.400594,2,30.0,48.0,48.0,48.0,hold,0,,2,1,97385
489,97.604812,2,30.0,48.0,48.0,48.0,hold,0,,2,1,97580
490,97.80544,2,30.0,48.0,48.0,48.0,hold,0,,2,1,97810
491,98.005446,2,30.0,48.0,48.0,48.0,hold,0,,2,1,97976
492,98.201383,2,30.0,48.0,48.0,48.0,hold,0,,2,1,98155
493,98.405449,2,30.0,48.0,48.0,48.0,hold,0,,2,1,98417
494,98.604381,2,30.0,48.0,48.0,48.0,hold,0,,2,1,98597
495,98.805448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,98778
496,99.003021,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99008
497,99.205442,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99203
498,99.405477,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99384
499,99.605463,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99615
500,99.804504,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99795
501,100.005437,2,30.0,48.0,48.0,48.0,hold,0,,2,1,99975
502,100.205442,2,30.0,48.0,48.0,48.0,hold,0,,2,1,100171
503,100.405452,2,30.0,48.0,48.0,48.0,hold,0,,2,1,100416
504,100.605457,2,30.0,48.0,48.0,48.0,hold,0,,2,1,100598
505,100.803448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,100765
506,101.004919,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101014
507,101.201792,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101194
508,101.405437,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101376
509,101.605449,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101607
510,101.805445,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101788
511,102.00544,2,30.0,48.0,48.0,48.0,hold,0,,2,1,101970
512,102.205435,2,30.0,48.0,48.0,48.0,hold,0,,2,1,102168
513,102.405448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,102381
514,102.604628,2,30.0,48.0,48.0,48.0,hold,0,,2,1,102599
515,102.805438,2,30.0,48.0,48.0,48.0,hold,0,,2,1,102815
516,103.005438,2,30.0,48.0,48.0,48.0,hold,0,,2,1,102979
517,103.203314,2,30.0,48.0,48.0,48.0,hold,0,,2,1,103213
518,103.405445,2,30.0,48.0,48.0,48.0,hold,0,,2,1,103379
519,103.605436,2,30.0,48.0,48.0,48.0,hold,0,,2,1,103624
520,103.805383,2,30.0,48.0,48.0,48.0,hold,0,,2,1,103807
521,104.005455,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104001
522,104.205432,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104168
523,104.405456,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104385
524,104.605473,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104615
525,104.80546,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104813
526,105.00544,2,30.0,48.0,48.0,48.0,hold,0,,2,1,104996
527,105.205545,2,30.0,48.0,48.0,48.0,hold,0,,2,1,105178
528,105.405438,2,30.0,48.0,48.0,48.0,hold,0,,2,1,105374
529,105.605448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,105605
530,105.805436,2,30.0,48.0,48.0,48.0,hold,0,,2,1,105772
531,106.005454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,105954
532,106.205477,2,30.0,48.0,48.0,48.0,hold,0,,2,1,106200
533,106.405445,2,30.0,48.0,48.0,48.0,hold,0,,2,1,106383
534,106.605457,2,30.0,48.0,48.0,48.0,hold,0,,2,1,106583
535,106.805449,2,30.0,48.0,48.0,48.0,hold,0,,2,1,106763
536,107.00488,2,30.0,48.0,48.0,48.0,hold,0,,2,1,106959
537,107.201601,2,30.0,48.0,48.0,48.0,hold,0,,2,1,107156
538,107.4041,2,30.0,48.0,48.0,48.0,hold,0,,2,1,107353
539,107.605448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,107613
540,107.804878,2,30.0,48.0,48.0,48.0,hold,0,,2,1,107808
541,108.00546,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108007
542,108.205119,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108203
543,108.405435,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108382
544,108.603893,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108580
545,108.805437,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108810
546,109.005448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,108993
547,109.20544,2,30.0,48.0,48.0,48.0,hold,0,,2,1,109174
548,109.402197,2,30.0,48.0,48.0,48.0,hold,0,,2,1,109368
549,109.604645,2,30.0,48.0,48.0,48.0,hold,0,,2,1,109564
550,109.803448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,109811
551,110.001553,2,30.0,48.0,48.0,48.0,hold,0,,2,1,109993
552,110.205454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,110175
553,110.405447,2,30.0,48.0,48.0,48.0,hold,0,,2,1,110373
554,110.605448,2,30.0,48.0,48.0,48.0,hold,0,,2,1,110569
555,110.805438,2,30.0,48.0,48.0,48.0,hold,0,,2,1,110814
556,111.002993,2,30.0,48.0,48.0,48.0,hold,0,,2,1,110981
557,111.203574,2,30.0,48.0,48.0,48.0,hold,0,,2,1,111163
558,111.403207,2,30.0,48.0,48.0,48.0,hold,0,,2,1,111413
559,111.60545,2,30.0,48.0,48.0,48.0,hold,0,,2,1,111594
560,111.805441,2,30.0,48.0,48.0,48.0,hold,0,,2,1,111789
561,112.004421,2,30.0,48.0,48.0,48.0,hold,0,,2,1,111990
562,112.205445,2,30.0,48.0,48.0,48.0,hold,0,,2,1,112168
563,112.405433,2,30.0,48.0,48.0,48.0,hold,0,,2,1,112415
564,112.605472,2,30.0,48.0,48.0,48.0,hold,0,,2,1,112582
565,112.802174,2,30.0,48.0,48.0,48.0,hold,0,,2,1,112773
566,113.005443,2,30.0,48.0,48.0,48.0,hold,0,,2,1,112960
567,113.205449,2,30.0,48.0,48.0,48.0,hold,0,,2,1,113192
568,113.405459,2,30.0,48.0,48.0,48.0,hold,0,,2,1,113373
569,113.602205,2,30.0,48.0,48.0,48.0,hold,0,,2,1,113570
570,113.805454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,113814
571,114.005444,2,30.0,48.0,48.0,48.0,hold,0,,2,1,113981
572,114.205454,2,30.0,48.0,48.0,48.0,hold,0,,2,1,114180
573,114.404939,2,30.0,48.0,48.0,48.0,hold,0,,2,1,114362
574,114.605436,2,30.0,48.0,48.0,48.0,hold,0,,2,1,114594
575,114.80348,2,30.0,48.0,48.0,48.0,hold,0,,2,1,114787
576,115.005443,2,30.0,48.0,48.0,48.0,hold,0,,2,1,114983
